,index,asm,correlation,variance,idm,entropy,sum_entropy,difference_entropy,sum_avg,contrast,energy,type
0,0,0.0014775098200802302,-14727.495935198956,673.0736353415791,0.11224300570256036,-11.239539640502514,7.23649047702943,5.697358438416185,80.06897513795029,7173361.000000065,0.0014775098200802302,cancer_mlo
1,1,0.0025176753196599917,-13482.907411490187,729.6142608219247,0.1323253976789753,-10.759329133885622,7.194321892904689,5.655276702285769,79.97116994233988,7173361.000000051,0.0025176753196599917,cancer_mlo
2,2,0.0024338727362781215,-13502.468236315353,742.7008139867851,0.1319625031066938,-10.759665511263892,7.194849599911781,5.679548332794392,79.9525699051398,7173361.000000046,0.0024338727362781215,cancer_mlo
3,3,0.0010759528923228847,-15842.019484530727,605.1025124999596,0.0978664354766943,-11.025811121290772,7.243144340654955,5.674910301448974,80.00852501705005,7173361.000000034,0.0010759528923228847,cancer_mlo
4,4,0.003155005260852187,-13170.36326344847,757.0115182864754,0.1415911695216393,-10.819348684936367,7.169788270051496,5.638168472638332,79.96062992125984,7173361.000000057,0.003155005260852187,cancer_mlo
5,5,0.0013880931123043747,-15243.506293150684,661.9285224868423,0.12060526830292648,-11.304691673373508,7.234466868562647,5.659129473715848,79.95504991009983,7173360.999999946,0.0013880931123043747,cancer_mlo
6,6,0.0017270727131276902,-15416.332989471173,576.4168554312059,0.0881272723603444,-10.6242877160089,7.213388018390613,5.581341149170453,79.99658999317998,7173360.999999954,0.0017270727131276902,cancer_mlo
7,7,0.0015734919259301266,-14697.0008441118,684.6678743903088,0.12024089659099833,-11.214952734935455,7.230477553923713,5.68746817326885,79.95148490296981,7173360.999999991,0.0015734919259301266,cancer_mlo
8,8,0.002646782462213032,-13452.414582216545,740.231261702216,0.13505166995547438,-10.725294561203228,7.188770220053388,5.6604724307532575,79.96667493334988,7173361.000000012,0.002646782462213032,cancer_mlo
9,9,0.0027498226908266544,-13366.106430799624,751.6083079239751,0.13728652751300383,-10.614905827504916,7.179145148117799,5.660732803859626,79.96822493644989,7173361.000000034,0.0027498226908266544,cancer_mlo
10,10,0.0011898962350958009,-15990.20738331375,582.5275762167247,0.08704325387345535,-10.719019320472796,7.2242176104069005,5.661492982444904,79.99596999194,7173361.000000029,0.0011898962350958009,cancer_mlo
11,11,0.0022666688186506025,-13966.087213122528,710.8500589773824,0.12716881129901872,-11.175796883218656,7.2026523340883655,5.644966451461286,79.97349494698993,7173361.0000000335,0.0022666688186506025,cancer_mlo
12,12,0.0035396423645240567,-12885.5540761083,778.5254314829414,0.14603298806419165,-10.715095505076095,7.151616314444271,5.63257881995403,79.88560977121952,7173361.0000000065,0.0035396423645240567,cancer_mlo
13,13,0.002130599038075145,-13964.215609957097,705.3616912773535,0.12470943923083389,-11.035097858447331,7.212955317014335,5.664215938617917,80.00511501023,7173361.000000051,0.002130599038075145,cancer_mlo
14,14,0.0026176202149547734,-13441.902241355654,757.737832960011,0.13436528206221374,-10.660412609669367,7.17786354890292,5.680493801030695,80.00759501519003,7173361.00000007,0.0026176202149547734,cancer_mlo
15,15,0.0021091040548765518,-13971.221262799163,711.6648021590421,0.12606650647034318,-11.199489639567087,7.211106155231419,5.67027876653059,79.92048484096968,7173361.000000014,0.0021091040548765518,cancer_mlo
16,16,0.0019938658795492833,-15324.591768625904,659.0324125781241,0.12490550815676849,-10.573097148316972,7.131100399717692,5.636572293902716,79.89521979043961,7173361.000000031,0.0019938658795492833,cancer_mlo
17,17,0.0030416115972623464,-13293.027213911764,751.101705320157,0.1402533143533119,-10.851962561856812,7.172561811511718,5.646303660438548,80.02914005828015,7173361.000000025,0.0030416115972623464,cancer_mlo
18,18,0.0018683702645204575,-14260.449140920595,671.6873981655461,0.11763801115589571,-11.147619695176127,7.215446181962967,5.616381273033312,79.99581499163003,7173360.999999996,0.0018683702645204575,cancer_mlo
